연번,충전소명,시도명,시군구명,충전소위치상세,휴점일,이용가능시작시각,이용가능종료시각,충전요금(킬로그램당),소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,참고사항,비고
1,㈜이엠석유 함안(하)주유소,경상남도,함안군,군북면 현포로 205 함안휴게소 부산방향,연중무휴,08:00,22:00,10400원,경상남도 함안군 군북면 현포로 205,경상남도 함안군 군북면 유현리 993-6,㈜이엠석유,055-583-9341,없음,고속도로휴게소에 위치한 시설
